tweet_id,jpg_url_x,img_num,retweet_count,favorite_count,jpg_url_y,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo,ts,n_stage,stage
890006608113172480,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,7584.0,31127.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-26 00:31:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/890006608113172480/photo/1,https://twitter.com/dog_rates/status/890006608113172480/photo/1",13.0,10.0,Koda,None,None,None,None,618.0828356481481,0.0,
889880896479866881,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,5116.0,28208.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-25 16:11:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/889880896479866881/photo/1,13.0,10.0,Bruno,None,None,None,None,617.7359375,0.0,
889665388333682689,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,8502.0,38745.0,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-25 01:55:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/889665388333682689/photo/1,13.0,10.0,,None,None,None,puppo,617.14125,1.0,puppo
889638837579907072,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,4705.0,27633.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-25 00:10:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12.0,10.0,Ted,None,None,None,None,617.0679861111112,0.0,
889531135344209921,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,2309.0,15329.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-24 17:02:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13.0,10.0,Stuart,None,None,None,puppo,616.770787037037,1.0,puppo
889278841981685760,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,5635.0,25712.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-24 00:19:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/889278841981685760/video/1,13.0,10.0,Oliver,None,None,None,None,616.0745833333333,0.0,
888917238123831296,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,4681.0,29555.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-23 00:22:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12.0,10.0,Jim,None,None,None,None,615.0767476851852,0.0,
888804989199671297,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,4535.0,26021.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-22 16:56:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13.0,10.0,Zeke,None,None,None,None,614.7670023148148,0.0,
888554962724278272,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,3722.0,20267.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-22 00:23:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13.0,10.0,Ralphus,None,None,None,None,614.0770601851851,0.0,
888078434458587136,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,3637.0,22144.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-20 16:49:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12.0,10.0,Gerald,None,None,None,None,612.7620949074075,0.0,
887705289381826560,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,5584.0,30690.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-19 16:06:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13.0,10.0,Jeffrey,None,None,None,None,611.7324074074074,0.0,
887517139158093824,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,12053.0,46940.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,0.130432,False,tow_truck,0.0291754,False,shopping_cart,0.0263208,False,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-19 03:39:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/887517139158093824/video/1,14.0,10.0,,None,None,None,None,611.2132060185185,0.0,
887473957103951883,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,18813.0,70007.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-19 00:47:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13.0,10.0,Canela,None,None,None,None,611.0940509259259,0.0,
887343217045368832,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,10713.0,34223.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-18 16:08:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/887343217045368832/video/1,13.0,10.0,,None,None,None,None,610.733275462963,0.0,
887101392804085760,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,6147.0,31045.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-18 00:07:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12.0,10.0,,None,floofer,None,None,610.0659722222222,0.0,floofer
886983233522544640,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,8045.0,35786.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-17 16:17:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13.0,10.0,Maya,None,None,None,None,609.7399074074074,0.0,
886736880519319552,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,3420.0,12286.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-16 23:58:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",-9.223372036854776e+18,-9.223372036854776e+18,,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13.0,10.0,Mingus,None,None,None,None,609.0601041666666,0.0,
886680336477933568,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,4597.0,22802.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,0.738995,False,sports_car,0.139952,False,car_wheel,0.0441727,False,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-16 20:14:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13.0,10.0,Derek,None,None,None,None,608.9040740740741,0.0,
886366144734445568,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,3297.0,21488.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-15 23:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12.0,10.0,Roscoe,None,None,pupper,None,608.0370717592592,1.0,pupper
886258384151887873,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,6506.0,28437.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-15 16:17:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13.0,10.0,Waffles,None,None,None,None,607.7397106481482,0.0,
885984800019947520,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,7043.0,33299.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-14 22:10:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12.0,10.0,Jimbo,None,None,None,None,606.9847569444445,0.0,
885528943205470208,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,6642.0,36592.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-13 15:58:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13.0,10.0,Maisey,None,None,None,None,605.7268402777778,0.0,
830583320585068544,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,19188.0,0.0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,0.908703,True,seat_belt,0.0570909,False,pug,0.0119335,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-02-12 01:04:29 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13.0,10.0,Lilly,None,None,None,None,454.1057986111111,0.0,
885167619883638784,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,4526.0,22304.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-12 16:03:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,-9.223372036854776e+18,-9.223372036854776e+18,,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13.0,10.0,,None,None,None,None,604.7297685185185,0.0,
884925521741709313,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,19149.0,78881.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,-9.223372036854776e+18,-9.223372036854776e+18,2017-07-12 00:01:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",-9.223372036854776e+18,-9.223372036854776e+18,,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12.0,10.0,Earl,None,None,None,None,604.0617129629629,0.0,
